Model,Labels,lr,loss_function,dense_weight_alpha,batch size,data_augmentation,snippet_duration_s,oversampling,oversampling_tolerance,oversampling_ratio,oversampling_method,R2,ME,MAE,MSE,RMSE,Wonder MAE,Transcendence MAE,Nostalgia MAE,Tenderness MAE,Peacfulness MAE,Joy MAE,Power MAE,Tension MAE,Sadness MAE,Wonder RMSE,Transcendence RMSE,Nostalgia RMSE,Tenderness RMSE,Peacfulness RMSE,Joy RMSE,Power RMSE,Tension RMSE,Sadness RMSE
FCN_4_layer,"['Wonder', 'Transcendence', 'Nostalgia', 'Tenderness', 'Peacfulness', 'Joy', 'Power', 'Tension', 'Sadness']",0.01,RMSLE,0.0,50,4,29.98575963718821,False,0.0,0,No oversampling,99.0,-0.2330785393714904,6.066527366638184,65.78083038330078,7.702498435974121,5.052874565124512,3.693547964096069,6.271238327026367,4.809715747833252,7.631836414337158,9.167816162109377,10.021268844604492,5.87416410446167,2.0762860774993896,6.480935096740723,4.535881042480469,7.867928504943848,6.882256984710693,9.821063041687012,10.496207237243652,11.99405002593994,7.422710418701172,3.821446895599365
FCN_5_layer,"['Wonder', 'Transcendence', 'Nostalgia', 'Tenderness', 'Peacfulness', 'Joy', 'Power', 'Tension', 'Sadness']",0.01,RMSLE,0.0,50,1,29.98575963718821,False,0.0,0,No oversampling,99.0,-0.6434789896011353,4.631793975830078,41.6086540222168,6.22469425201416,4.88161563873291,3.4779164791107178,5.142242908477783,3.717702865600586,5.215566158294678,7.121304512023926,4.99381685256958,5.10556697845459,2.030416250228882,6.256583690643311,4.166882514953613,6.568732738494873,4.951505661010742,6.280077934265137,9.02751636505127,7.898098468780518,7.421328067779541,3.451521873474121
FCN_5_layer,"['Wonder', 'Transcendence', 'Nostalgia', 'Tenderness', 'Peacfulness', 'Joy', 'Power', 'Tension', 'Sadness']",0.01,RMSLE,0.0,50,2,29.98575963718821,False,0.0,0,No oversampling,99.0,-0.557239294052124,5.14220666885376,51.78288269042969,6.871652126312256,4.7441840171813965,3.237797975540161,5.288700580596924,4.522533893585205,6.458382606506348,8.285592079162598,6.023957252502441,5.252420425415039,2.4662914276123047,6.435474872589111,4.057139873504639,7.193170070648193,5.672187328338623,7.731907367706299,10.396856307983398,8.707355499267578,8.344269752502441,3.306507110595703
FCN_5_layer,"['Wonder', 'Transcendence', 'Nostalgia', 'Tenderness', 'Peacfulness', 'Joy', 'Power', 'Tension', 'Sadness']",0.01,RMSLE,0.0,50,4,29.98575963718821,False,0.0,0,No oversampling,99.0,0.4456178843975067,5.1917500495910645,48.21584701538086,6.7381205558776855,5.190882205963135,3.9495465755462646,5.812928199768066,4.776154041290283,6.294503688812256,7.528695106506348,5.655731201171875,5.521404266357422,1.995907068252564,6.603653907775879,4.830030918121338,7.282021999359131,6.241559028625488,7.428122043609619,9.210867881774902,7.6469950675964355,8.102885246276855,3.296948432922364
FCN_6_layer,"['Wonder', 'Transcendence', 'Nostalgia', 'Tenderness', 'Peacfulness', 'Joy', 'Power', 'Tension', 'Sadness']",0.01,RMSLE,0.0,50,1,29.98575963718821,False,0.0,0,No oversampling,99.0,-0.2833074331283569,4.8363447189331055,46.136863708496094,6.570663928985596,5.0728631019592285,3.449923515319824,4.840909004211426,4.516945838928223,5.69364070892334,7.020671844482422,5.922245025634766,4.750552177429199,2.259349822998047,6.676356792449951,4.27234411239624,6.615269184112549,5.822329998016357,7.267580509185791,9.376517295837402,8.657574653625488,6.719491958618164,3.728513240814209
FCN_6_layer,"['Wonder', 'Transcendence', 'Nostalgia', 'Tenderness', 'Peacfulness', 'Joy', 'Power', 'Tension', 'Sadness']",0.01,RMSLE,0.0,50,2,29.98575963718821,False,0.0,0,No oversampling,99.0,-0.5071765780448914,4.67738151550293,42.310508728027344,6.271865367889404,4.718381881713867,3.398788452148437,4.726926326751709,4.212931156158447,5.842642307281494,7.299299240112305,5.617470741271973,4.47775936126709,1.802235126495361,6.220055103302002,4.192171573638916,6.337904930114746,5.81547737121582,7.172286987304688,8.979907989501953,8.16960620880127,6.515859127044678,3.0435211658477783
FCN_6_layer,"['Wonder', 'Transcendence', 'Nostalgia', 'Tenderness', 'Peacfulness', 'Joy', 'Power', 'Tension', 'Sadness']",0.01,RMSLE,0.0,50,4,29.98575963718821,False,0.0,0,No oversampling,99.0,-0.8310142755508423,4.702864646911621,42.45657730102539,6.2808709144592285,4.89146089553833,3.5035884380340576,4.970099449157715,3.986886739730835,5.7284979820251465,7.079487323760986,5.768853664398193,4.466285705566406,1.9306236505508425,6.4093451499938965,4.368629455566406,6.712265968322754,5.324974060058594,7.171720027923584,8.85343074798584,8.476827621459961,6.095839977264404,3.114808797836304
FCN_6_layer,"['Wonder', 'Transcendence', 'Nostalgia', 'Tenderness', 'Peacfulness', 'Joy', 'Power', 'Tension', 'Sadness']",0.01,RMSLE,0.0,50,4,29.98575963718821,False,0.0,0,No oversampling,99.0,-0.6990668773651123,4.757396221160889,42.41277313232422,6.289022445678711,4.947926998138428,3.556967735290528,4.994132518768311,4.441067218780518,5.878490447998047,6.580400943756104,5.529041767120361,4.742565155029297,2.1459732055664062,6.368252277374268,4.227863788604736,6.407097339630127,5.478233814239502,6.970305919647217,8.522080421447754,8.531499862670898,6.95355749130249,3.142306566238404
FCN_6_layer,"['Wonder', 'Transcendence', 'Nostalgia', 'Tenderness', 'Peacfulness', 'Joy', 'Power', 'Tension', 'Sadness']",0.01,RMSLE,0.0,50,4,29.98575963718821,False,0.0,0,No oversampling,99.0,-0.6990668773651123,4.757396221160889,42.41277313232422,6.289022445678711,4.947926998138428,3.556967735290528,4.994132518768311,4.441067218780518,5.878490447998047,6.580400943756104,5.529041767120361,4.742565155029297,2.1459732055664062,6.368252277374268,4.227863788604736,6.407097339630127,5.478233814239502,6.970305919647217,8.522080421447754,8.531499862670898,6.95355749130249,3.142306566238404
FCN_6_layer,"['Wonder', 'Transcendence', 'Nostalgia', 'Tenderness', 'Peacfulness', 'Joy', 'Power', 'Tension', 'Sadness']",0.01,dense_weight,0.0,50,2,29.98575963718821,False,0.0,0,No oversampling,0.3398918913260477,-0.1250836104154586,4.465757846832275,39.32125854492188,6.052079677581787,4.898232936859131,3.137803316116333,4.126227855682373,3.835378885269165,5.76170015335083,6.673701763153076,5.593599319458008,4.167710304260254,1.997468113899231,6.591585636138916,3.850883483886719,5.5138773918151855,5.364595413208008,6.954565048217773,8.639913558959961,7.889854431152344,6.327774524688721,3.335667133331299
FCN_5_layer,"['Wonder', 'Transcendence', 'Nostalgia', 'Tenderness', 'Peacfulness', 'Joy', 'Power', 'Tension', 'Sadness']",0.01,MAE,0.0,50,0,29.98575963718821,False,0.0,0,No oversampling,0.2379289053041255,0.3836031258106231,4.998088836669922,46.99848175048828,6.595715045928955,4.970638275146484,3.017619132995605,5.235247611999512,5.568463325500488,5.90557861328125,7.481746673583984,5.768023490905762,4.802422046661377,2.2330586910247803,6.033392429351807,3.6698131561279297,6.776141166687012,6.690409660339356,7.598786354064941,9.319690704345703,8.402158737182617,7.454803466796875,3.416246175765991
FCN_4_layer,"['Wonder', 'Transcendence', 'Nostalgia', 'Tenderness', 'Peacfulness', 'Joy', 'Power', 'Tension', 'Sadness']",0.01,MAE,0.0,50,0,29.98575963718821,False,0.0,0,No oversampling,0.2307810172055574,-0.1043291464447975,4.9145283699035645,45.484981536865234,6.528900146484375,4.923102378845215,3.2081573009490967,5.59354829788208,4.968194484710693,5.675022602081299,7.288188457489014,5.368627071380615,4.709779262542725,2.496134996414185,6.380406379699707,4.163136005401611,7.260007381439209,5.795263767242432,6.565799236297607,9.212556838989258,8.285486221313477,7.395867824554443,3.701578140258789
FCN_7_layer,"['Wonder', 'Transcendence', 'Nostalgia', 'Tenderness', 'Peacfulness', 'Joy', 'Power', 'Tension', 'Sadness']",0.01,MAE,0.0,50,0,29.98575963718821,False,0.0,0,No oversampling,0.2768664699868133,-1.0081117153167725,4.900259494781494,44.93073272705078,6.446188926696777,5.010270118713379,3.489809274673462,5.593418121337891,4.112913131713867,6.471047878265381,7.536254405975342,5.339644432067871,4.525811672210693,2.0231709480285645,6.44902229309082,4.013911724090576,7.2368388175964355,5.541854381561279,7.396888256072998,9.489944458007812,8.004899024963379,6.66010332107544,3.2222371101379395
pretrained_musicnn_parallel,"['Wonder', 'Transcendence', 'Nostalgia', 'Tenderness', 'Peacfulness', 'Joy', 'Power', 'Tension', 'Sadness']",0.01,MAE,0.0,50,0,2.9857596371882087,False,0.0,0,No oversampling,-0.0101104294215123,-2.175770998001098,5.76417350769043,63.08618927001953,7.64905309677124,5.525638580322266,3.868673324584961,7.102812767028809,5.438117504119873,8.362814903259277,8.006744384765625,6.10429048538208,5.415657997131348,2.0528111457824707,7.209595680236816,4.826874732971191,8.844301223754883,6.689835548400879,10.282108306884766,10.031460762023926,9.281262397766112,7.94329833984375,3.73274040222168
musicnn_arch_finetune,"['Wonder', 'Transcendence', 'Nostalgia', 'Tenderness', 'Peacfulness', 'Joy', 'Power', 'Tension', 'Sadness']",0.01,MAE,0.0,50,0,2.9857596371882087,False,0.0,0,No oversampling,-0.0558281935971468,-1.1094167232513428,6.06856107711792,67.12203216552734,7.864011764526367,5.502447128295898,4.217106342315674,7.205576419830322,5.983355522155762,8.31096076965332,8.633217811584473,6.761046886444092,5.801463603973389,2.2018754482269287,6.920175552368164,5.106572151184082,8.709307670593262,6.904462814331055,10.173542022705078,11.058538436889648,9.808884620666504,8.441293716430664,3.653327703475952
FCN_6_layer,['Wonder'],0.01,MAE,0.0,50,0,29.98575963718821,False,0.0,0,No oversampling,0.042304100309041,-1.172368049621582,5.163547515869141,40.65428161621094,6.376070976257324,5.163547515869141,,,,,,,,,6.376070976257324,,,,,,,,
FCN_6_layer,['Transcendence'],0.01,MAE,0.0,50,0,29.98575963718821,False,0.0,0,No oversampling,0.3357397546398053,1.4280272722244265,3.3180201053619385,17.29415512084961,4.158624172210693,,3.3180201053619385,,,,,,,,,4.158624172210693,,,,,,,
FCN_6_layer,['Nostalgia'],0.01,MAE,0.0,50,0,29.98575963718821,False,0.0,0,No oversampling,0.0113415259121272,-2.416433334350586,6.801697254180908,74.44145965576172,8.627946853637695,,,6.801697254180908,,,,,,,,,8.627946853637695,,,,,,
FCN_6_layer,['Tenderness'],0.01,MAE,0.0,50,0,29.98575963718821,False,0.0,0,No oversampling,0.3474756104347857,1.1487420797348022,4.446359634399414,31.07790184020996,5.574755668640137,,,,4.446359634399414,,,,,,,,,5.574755668640137,,,,,
FCN_6_layer,['Peacfulness'],0.01,MAE,0.0,50,0,29.98575963718821,False,0.0,0,No oversampling,0.560818688085454,1.2518534660339355,5.581927299499512,45.40427017211914,6.738268852233887,,,,,5.581927299499512,,,,,,,,,6.738268852233887,,,,
FCN_6_layer,['Joy'],0.01,MAE,0.0,50,0,29.98575963718821,False,0.0,0,No oversampling,0.2424356062444208,-2.8163483142852783,6.974304676055908,89.47150421142578,9.458937644958496,,,,,,6.974304676055908,,,,,,,,,9.458937644958496,,,
FCN_6_layer,['Power'],0.01,MAE,0.0,50,0,29.98575963718821,False,0.0,0,No oversampling,0.1855154726973135,-3.1943204402923584,5.413608074188232,70.81208038330078,8.41499137878418,,,,,,,5.413608074188232,,,,,,,,,8.41499137878418,,
FCN_6_layer,['Tension'],0.01,MAE,0.0,50,0,29.98575963718821,False,0.0,0,No oversampling,0.1185811650495118,-1.1051384210586548,4.9841179847717285,52.07094955444336,7.216020107269287,,,,,,,,4.9841179847717285,,,,,,,,,7.216020107269287,
FCN_6_layer,['Sadness'],0.01,MAE,0.0,50,0,29.98575963718821,False,0.0,0,No oversampling,0.0761706713641569,-0.5267805457115173,2.060736894607544,12.148027420043944,3.485402107238769,,,,,,,,,2.060736894607544,,,,,,,,,3.485402107238769
musicnn_arch,"['Wonder', 'Transcendence', 'Nostalgia', 'Tenderness', 'Peacfulness', 'Joy', 'Power', 'Tension', 'Sadness']",0.01,MAE,0.0,40,0,2.9857596371882087,False,0.0,0,No oversampling,-0.0572529846684833,-1.1247797012329102,6.082198619842529,67.42337036132812,7.875946998596191,5.461586952209473,4.213985919952393,7.166192531585693,6.0872650146484375,8.317380905151367,8.688811302185059,6.810329914093018,5.774817943572998,2.2194173336029053,6.862782001495361,5.105450630187988,8.686413764953613,6.947403907775879,10.171981811523438,11.15567684173584,9.903051376342772,8.405244827270508,3.645515203475952
multitask_model,"['Wonder', 'Transcendence', 'Nostalgia', 'Tenderness', 'Peacfulness', 'Joy', 'Power', 'Tension', 'Sadness']",0.01,MAE,0.0,10,0,29.98575963718821,False,0.0,0,No oversampling,0.1596629440636764,0.234400063753128,5.105407238006592,47.02389907836914,6.699007034301758,5.265405654907227,3.673565149307251,5.770046234130859,4.456058979034424,5.726068496704102,6.931055545806885,5.913358211517334,5.038228511810303,3.174878120422364,6.949812412261963,4.541755676269531,7.436831951141357,5.528653144836426,7.36959171295166,8.910394668579102,7.942381381988525,7.25713586807251,4.354506492614746
FCN_6_layer,['Wonder'],0.01,dense_weight,0.0,10,0,29.98575963718821,False,0.0,0,No oversampling,0.1869676916793606,0.3976233005523681,4.831101417541504,34.51329803466797,5.874802112579346,4.831101417541504,,,,,,,,,5.874802112579346,,,,,,,,
FCN_6_layer,['Transcendence'],0.01,dense_weight,0.0,10,0,29.98575963718821,False,0.0,0,No oversampling,0.2844279172343601,0.0826174840331077,3.4744174480438232,18.63007164001465,4.316256523132324,,3.4744174480438232,,,,,,,,,4.316256523132324,,,,,,,
FCN_6_layer,['Nostalgia'],0.01,dense_weight,0.0,10,0,29.98575963718821,False,0.0,0,No oversampling,0.4442063441814857,0.4003247022628784,5.044869899749756,41.84870910644531,6.469058036804199,,,5.044869899749756,,,,,,,,,6.469058036804199,,,,,,
FCN_6_layer,['Tenderness'],0.01,dense_weight,0.0,10,0,29.98575963718821,False,0.0,0,No oversampling,0.1360791295029673,1.130564570426941,4.971904277801514,41.1461181640625,6.414524078369141,,,,4.971904277801514,,,,,,,,,6.414524078369141,,,,,
FCN_6_layer,['Peacfulness'],0.01,dense_weight,0.0,10,0,29.98575963718821,False,0.0,0,No oversampling,0.3385157598503742,1.0951145887374878,6.468713283538818,68.3868179321289,8.269632339477539,,,,,6.468713283538818,,,,,,,,,8.269632339477539,,,,
FCN_6_layer,['Joy'],0.01,dense_weight,0.0,10,0,29.98575963718821,False,0.0,0,No oversampling,0.2325600804894705,-2.1426379680633545,7.304464817047119,90.63784790039062,9.520391464233398,,,,,,7.304464817047119,,,,,,,,,9.520391464233398,,,
FCN_6_layer,['Power'],0.01,dense_weight,0.0,10,0,29.98575963718821,False,0.0,0,No oversampling,0.1405775545844357,-4.473682403564453,5.682261943817139,74.71903228759766,8.644017219543457,,,,,,,5.682261943817139,,,,,,,,,8.644017219543457,,
FCN_6_layer,['Tension'],0.01,dense_weight,0.0,10,0,29.98575963718821,False,0.0,0,No oversampling,0.2488113244982102,0.2727650105953216,5.358078956604004,44.377437591552734,6.661639213562012,,,,,,,,5.358078956604004,,,,,,,,,6.661639213562012,
FCN_6_layer,['Sadness'],0.01,dense_weight,0.0,10,0,29.98575963718821,False,0.0,0,No oversampling,0.0600901660390266,-0.0930415242910385,2.1673905849456787,12.359479904174805,3.5156052112579346,,,,,,,,,2.1673905849456787,,,,,,,,,3.5156052112579346
FCN_6_layer,"['Wonder', 'Transcendence', 'Nostalgia', 'Tenderness', 'Peacfulness', 'Joy', 'Power', 'Tension', 'Sadness']",0.01,dense_weight,0.0,10,0,29.98575963718821,False,0.0,0,No oversampling,0.2325551365730827,-0.8009006381034851,5.031524658203125,47.68370819091797,6.6360063552856445,5.005346775054932,3.2931225299835205,5.370129585266113,4.308043956756592,7.138246536254883,6.91839599609375,5.900351524353027,5.21195650100708,2.138128757476806,6.614169120788574,3.909435272216797,6.694848537445068,5.55235767364502,8.658595085144043,8.917244911193848,8.448028564453125,7.572934627532959,3.3564469814300537
Transfer_learning_embeddings,"['Wonder', 'Transcendence', 'Nostalgia', 'Tenderness', 'Peacfulness', 'Joy', 'Power', 'Tension', 'Sadness']",0.001,MAE,0.0,10,0,2.0,False,0.0,0,No oversampling,0.3255212360750227,-0.2737245857715606,4.334565162658691,36.62995529174805,5.88433837890625,3.385095834732056,2.7775473594665527,4.897713661193848,4.205555438995361,5.597774505615234,6.993080139160156,4.533159732818604,4.167472839355469,2.453686714172364,4.695867538452148,3.651998043060303,6.566646099090576,5.431640148162842,7.239121437072754,8.715618133544922,5.757033824920654,6.054817199707031,4.8463006019592285
pretrained_musicnn,"['Wonder', 'Transcendence', 'Nostalgia', 'Tenderness', 'Peacfulness', 'Joy', 'Power', 'Tension', 'Sadness']",0.01,MAE,0.0,11,0,2.9857596371882087,False,0.0,0,No oversampling,-0.0451200007882747,-0.9241252541542052,6.040814399719238,66.42634582519531,7.821964740753174,5.316479206085205,4.234806060791016,7.256771087646484,6.020620822906494,8.34076976776123,8.700821876525879,6.68170166015625,5.660950660705566,2.154407501220703,6.538359642028809,5.159104824066162,8.730561256408691,6.989734649658203,10.327678680419922,11.050407409667969,9.619906425476074,8.259561538696289,3.722376585006714
pretrained_musicnn,"['Wonder', 'Transcendence', 'Nostalgia', 'Tenderness', 'Peacfulness', 'Joy', 'Power', 'Tension', 'Sadness']",0.01,MAE,0.0,16,0,2.9857596371882087,False,0.0,0,No oversampling,-0.1005751218665135,-1.6904102563858032,6.215845108032227,68.63154602050781,7.982938289642334,6.086081027984619,4.352727890014648,7.255550861358643,5.82273530960083,8.752922058105469,8.77027416229248,7.179718494415283,5.502026081085205,2.2205686569213867,7.250306129455566,5.295898914337158,9.008806228637695,7.359781742095947,10.813092231750488,10.817124366760254,9.473179817199709,7.9287495613098145,3.899505615234375
pretrained_musicnn,"['Wonder', 'Transcendence', 'Nostalgia', 'Tenderness', 'Peacfulness', 'Joy', 'Power', 'Tension', 'Sadness']",0.001,MAE,0.0,16,0,2.9857596371882087,False,0.0,0,No oversampling,-0.1816829574592905,2.542670726776123,6.66674280166626,79.550048828125,8.419086456298828,6.074151992797852,4.018900871276856,8.032373428344727,6.491640567779541,8.821338653564453,11.12259292602539,7.032817840576172,6.026134014129639,2.380739212036133,7.664322853088379,4.864691734313965,9.75667953491211,7.860341072082519,11.196895599365234,13.851170539855955,9.184476852416992,7.9419403076171875,3.4512555599212646
Transfer_learning_embeddings,"['Wonder', 'Transcendence', 'Nostalgia', 'Tenderness', 'Peacfulness', 'Joy', 'Power', 'Tension', 'Sadness']",0.001,MAE,0.0,10,0,3.0,False,0.0,0,No oversampling,0.2936936551666594,0.1624888032674789,4.505051136016846,38.57162094116211,6.042779922485352,3.730731248855591,3.001826047897339,5.314568519592285,4.808570384979248,5.986024856567383,6.521508693695068,4.408308982849121,3.966593027114868,2.8073322772979736,4.926270961761475,3.816787004470825,6.870385646820068,5.824214458465576,7.466142654418945,8.926214218139648,5.804926872253418,5.752574443817139,4.997501850128174
short_chunk_CNN,"['Wonder', 'Transcendence', 'Nostalgia', 'Tenderness', 'Peacfulness', 'Joy', 'Power', 'Tension', 'Sadness']",0.01,MAE,0.0,25,0,2.9857596371882087,False,0.0,0,No oversampling,0.0658038668685015,-1.2105026245117188,5.56104040145874,58.25944137573242,7.331371784210205,5.795345306396484,4.126381874084473,6.383059024810791,4.959858417510986,7.220244407653809,7.767239093780518,6.245616436004639,5.301013469696045,2.2506043910980225,7.121282577514648,5.023396015167236,7.720234394073486,5.99299430847168,8.392500877380371,10.279446601867676,10.075106620788574,7.984175205230713,3.3932104110717773
short_chunk_CNN,"['Wonder', 'Transcendence', 'Nostalgia', 'Tenderness', 'Peacfulness', 'Joy', 'Power', 'Tension', 'Sadness']",0.01,MAE,0.0,26,0,3.585759637188209,False,0.0,0,No oversampling,-0.0029915296958564,-1.2929404973983765,5.863554000854492,61.6005859375,7.566871643066406,6.529882907867432,4.179205894470215,6.8316168785095215,5.192286014556885,7.569125652313232,8.123058319091797,6.441403388977051,5.663191795349121,2.242217779159546,8.18386459350586,5.059593677520752,8.553895950317383,6.211397171020508,8.925681114196777,10.192054748535156,9.492502212524414,8.032516479492188,3.45034122467041
short_chunk_CNN,"['Wonder', 'Transcendence', 'Nostalgia', 'Tenderness', 'Peacfulness', 'Joy', 'Power', 'Tension', 'Sadness']",0.01,dense_weight,0.0,26,0,3.585759637188209,False,0.0,0,No oversampling,0.1046121107048665,-1.3687398433685305,5.450229167938232,54.84492492675781,7.140159606933594,5.736859321594238,4.141948223114014,6.050933361053467,4.639268398284912,6.987207412719727,7.937826633453369,6.244037628173828,5.211239814758301,2.102743864059448,7.11498498916626,5.0368194580078125,7.6251091957092285,5.707398414611816,8.194284439086914,10.118651390075684,9.17966079711914,7.813111305236816,3.4714205265045166
short_chunk_CNN,['Wonder'],0.01,MAE,0.0,26,0,3.585759637188209,False,0.0,0,No oversampling,0.0012672456121571,-0.1708176881074905,5.317002296447754,42.39630508422852,6.511244297027588,5.317002296447754,,,,,,,,,6.511244297027588,,,,,,,,
short_chunk_CNN,['Transcendence'],0.01,MAE,0.0,26,0,3.585759637188209,False,0.0,0,No oversampling,-0.4247628049593308,4.3132758140563965,5.017945289611816,37.093997955322266,6.090484142303467,,5.017945289611816,,,,,,,,,6.090484142303467,,,,,,,
short_chunk_CNN,['Nostalgia'],0.01,MAE,0.0,26,0,3.585759637188209,False,0.0,0,No oversampling,-0.1842071200053459,2.670095682144165,7.398373603820801,89.1653823852539,9.442742347717283,,,7.398373603820801,,,,,,,,,9.442742347717283,,,,,,
FCN_6_layer,['Transcendence'],0.01,dense_weight,0.0,50,0,29.98575963718821,False,0.0,0,No oversampling,0.3691309837145086,-0.0064075966365635,3.150128126144409,16.424808502197266,4.05275297164917,,3.150128126144409,,,,,,,,,4.05275297164917,,,,,,,
FCN_6_layer,['Nostalgia'],0.01,dense_weight,0.0,50,0,29.98575963718821,False,0.0,0,No oversampling,0.4719547866355487,-0.6018306612968445,4.957297801971436,39.75938415527344,6.305504322052002,,,4.957297801971436,,,,,,,,,6.305504322052002,,,,,,
FCN_6_layer,['Tenderness'],0.01,dense_weight,0.0,50,0,29.98575963718821,False,0.0,0,No oversampling,-0.0033996122489092,4.4619574546813965,5.682017803192139,47.78909683227539,6.912965774536133,,,,5.682017803192139,,,,,,,,,6.912965774536133,,,,,
FCN_6_layer,['Peacfulness'],0.01,dense_weight,0.0,50,0,29.98575963718821,False,0.0,0,No oversampling,0.4497650251518528,-1.74882709980011,6.296947479248047,56.88542556762695,7.542242527008057,,,,,6.296947479248047,,,,,,,,,7.542242527008057,,,,
FCN_6_layer,['Joy'],0.01,dense_weight,0.0,50,0,29.98575963718821,False,0.0,0,No oversampling,-0.3106477106454808,-7.867769241333008,9.67552661895752,154.79295349121094,12.44158172607422,,,,,,9.67552661895752,,,,,,,,,12.44158172607422,,,
FCN_6_layer,['Power'],0.01,dense_weight,0.0,50,0,29.98575963718821,False,0.0,0,No oversampling,0.1284977452510145,-1.8114594221115112,5.664751529693604,75.76925659179688,8.704553604125977,,,,,,,5.664751529693604,,,,,,,,,8.704553604125977,,
FCN_6_layer,['Tension'],0.01,dense_weight,0.0,50,0,29.98575963718821,False,0.0,0,No oversampling,-0.4052772675447531,-4.679773330688477,6.0987067222595215,83.01856994628906,9.11145305633545,,,,,,,,6.0987067222595215,,,,,,,,,9.11145305633545,
FCN_6_layer,['Sadness'],0.01,dense_weight,0.0,50,0,29.98575963718821,False,0.0,0,No oversampling,0.0952464279316097,-1.037451148033142,1.902009129524231,11.897188186645508,3.449230194091797,,,,,,,,,1.902009129524231,,,,,,,,,3.449230194091797
Transfer_learning_embeddings,"['Wonder', 'Transcendence', 'Nostalgia', 'Tenderness', 'Peacfulness', 'Joy', 'Power', 'Tension', 'Sadness']",0.001,dense_weight,0.0,10,0,3.0,False,0.0,0,No oversampling,-2.4575112669807826,10.193033218383787,11.953103065490724,211.18507385253903,13.70370388031006,6.563954830169678,6.48097562789917,18.005313873291016,11.786447525024414,16.4841251373291,15.534040451049805,15.51938819885254,10.60241985321045,6.601253509521484,8.13952350616455,7.834473133087158,19.92897224426269,13.29162311553955,19.56285285949707,17.969118118286133,17.361324310302734,11.493576049804688,7.751868724822998
Transfer_learning_embeddings,['Wonder'],0.001,MAE,0.0,10,0,3.0,False,0.0,0,No oversampling,0.0245937823639209,-0.4025073051452636,3.431174993515014,23.64355659484864,4.86246395111084,3.431174993515014,,,,,,,,,4.86246395111084,,,,,,,,
Transfer_learning_embeddings,['Transcendence'],0.001,MAE,0.0,10,0,3.0,False,0.0,0,No oversampling,0.4894410595534481,-0.1079276502132415,2.6485748291015625,11.016942977905272,3.3191781044006348,,2.6485748291015625,,,,,,,,,3.3191781044006348,,,,,,,
Transfer_learning_embeddings,['Nostalgia'],0.001,MAE,0.0,10,0,3.0,False,0.0,0,No oversampling,-0.0960367851587018,3.3492002487182617,7.186324119567871,83.2654800415039,9.124992370605469,,,7.186324119567871,,,,,,,,,9.124992370605469,,,,,,
Transfer_learning_embeddings,['Tenderness'],0.001,MAE,0.0,10,0,3.0,False,0.0,0,No oversampling,-0.3118459629730006,1.9802169799804688,5.519101142883301,73.67098236083984,8.58318042755127,,,,5.519101142883301,,,,,,,,,8.58318042755127,,,,,
Transfer_learning_embeddings,['Peacfulness'],0.001,MAE,0.0,10,0,3.0,False,0.0,0,No oversampling,-376.5848824736701,40.22757339477539,46.385353088378906,45594.81640625,213.5294342041016,,,,,46.385353088378906,,,,,,,,,213.5294342041016,,,,
Transfer_learning_embeddings,['Joy'],0.001,MAE,0.0,10,0,3.0,False,0.0,0,No oversampling,0.3236349445773716,1.6000938415527344,7.445440292358398,84.289306640625,9.180920600891112,,,,,,7.445440292358398,,,,,,,,,9.180920600891112,,,
Transfer_learning_embeddings,['Power'],0.001,MAE,0.0,10,0,3.0,False,0.0,0,No oversampling,0.0094870403971742,-3.339730024337769,5.147747993469238,49.18441009521485,7.01315975189209,,,,,,,5.147747993469238,,,,,,,,,7.01315975189209,,
Transfer_learning_embeddings,['Tension'],0.001,MAE,0.0,10,0,3.0,False,0.0,0,No oversampling,-0.500764484484614,0.298723429441452,5.1693315505981445,60.38328170776367,7.770668029785156,,,,,,,,5.1693315505981445,,,,,,,,,7.770668029785156,
Transfer_learning_embeddings,['Sadness'],0.001,MAE,0.0,10,0,3.0,False,0.0,0,No oversampling,0.1109126197121489,-1.0393620729446411,2.6854610443115234,26.0308780670166,5.102046489715576,,,,,,,,,2.6854610443115234,,,,,,,,,5.102046489715576
Transfer_learning_embeddings,['Tenderness'],0.001,dense_weight,0.0,10,0,3.0,False,0.0,0,No oversampling,-1.6422127704924567,8.338443756103516,10.539044380187988,148.38206481933594,12.181218147277832,,,,10.539044380187988,,,,,,,,,12.181218147277832,,,,,
Transfer_learning_embeddings,['Peacfulness'],0.001,dense_weight,0.0,10,0,3.0,False,0.0,0,No oversampling,-531133.1695307542,-2021.97265625,2156.855224609375,64136480.0,8008.525390625,,,,,2156.855224609375,,,,,,,,,8008.525390625,,,,
Transfer_learning_embeddings,['Joy'],0.001,dense_weight,0.0,10,0,3.0,False,0.0,0,No oversampling,-116.78299689552756,7.93447208404541,19.308090209960938,14678.2373046875,121.15377807617188,,,,,,19.308090209960938,,,,,,,,,121.15377807617188,,,
Transfer_learning_embeddings,['Power'],0.001,dense_weight,0.0,10,0,3.0,False,0.0,0,No oversampling,-138.43489329614698,5.269930362701416,22.153350830078125,6923.7080078125,83.20882415771484,,,,,,,22.153350830078125,,,,,,,,,83.20882415771484,,
Transfer_learning_embeddings,['Tension'],0.001,dense_weight,0.0,10,0,3.0,False,0.0,0,No oversampling,-5.677927751470536,-1.5593153238296509,10.368743896484377,268.6865234375,16.391660690307617,,,,,,,,10.368743896484377,,,,,,,,,16.391660690307617,
